state_cens,state,state2,empl,member,year
91,Washington,WA,2114141.8158333288,492697.83250000066,1992
55,West Virginia,WV,620058.2783333346,113492.42666666658,1992
35,Wisconsin,WI,2218711.2516666655,439709.9483333332,1992
83,Wyoming,WY,189245.3975000001,22607.865833333355,1992
63,Alabama,AL,1657364.1124999986,243153.97083333338,1993
94,Alaska,AK,239965.70083333403,48076.949166666636,1993
86,Arizona,AZ,1490438.0849999993,113548.58083333331,1993
71,Arkansas,AR,935580.3474999988,77400.35250000001,1993
93,California,CA,12018225.484166661,2139392.9433333306,1993
84,Colorado,CO,1559288.7058333324,153258.6583333333,1993
16,Connecticut,CT,1500486.3775000013,280830.4283333335,1993
51,Delaware,DE,320765.48249999975,49060.38333333334,1993
53,District of Columbia,DC,257744.85666666692,35509.53333333335,1993
59,Florida,FL,5445842.404166671,419873.17083333305,1993
58,Georgia,GA,2865586.0241666613,190918.23749999996,1993
95,Hawaii,HI,498745.8516666663,140432.145,1993
82,Idaho,ID,436689.7758333335,44349.00583333332,1993
33,Illinois,IL,4979904.596666669,1046289.6508333341,1993
32,Indiana,IN,2468209.691666666,456546.5066666672,1993
42,Iowa,IA,1272210.9500000025,163476.94250000003,1993
47,Kansas,KS,1079411.9016666675,105894.57750000004,1993
61,Kentucky,KY,1453006.2833333348,183879.21166666664,1993
72,Louisiana,LA,1512653.1266666646,142321.9833333334,1993
11,Maine,ME,494320.6483333331,69271.50583333336,1993
52,Maryland,MD,2289339.0016666683,354187.72249999986,1993
14,Massachusetts,MA,2641727.0575000043,453187.08333333366,1993
34,Michigan,MI,3966396.05916666,967821.1225000002,1993
41,Minnesota,MN,2030964.5308333386,428927.86000000045,1993
64,Mississippi,MS,1003894.4441666673,74991.77249999999,1993
43,Missouri,MO,2147371.5658333325,304690.2291666666,1993
81,Montana,MT,315057.7241666675,58579.25416666666,1993
46,Nebraska,NE,713537.7583333341,77344.38583333335,1993
88,Nevada,NV,612650.1991666678,108339.06833333331,1993
12,New Hampshire,NH,517959.56333333236,42704.43833333334,1993
22,New Jersey,NJ,3307310.783333345,732781.5199999989,1993
85,New Mexico,NM,595084.0299999993,47662.77583333332,1993
21,New York,NY,7088875.952500002,2033801.6983333353,1993
56,North Carolina,NC,3029948.990833327,168792.98999999993,1993
44,North Dakota,ND,247012.70916666658,22148.5425,1993
31,Ohio,OH,4659345.319999994,962180.1541666685,1993
73,Oklahoma,OK,1225840.8424999996,117617.73916666671,1993
92,Oregon,OR,1252291.6116666677,245738.11416666672,1993
23,Pennsylvania,PA,4955735.3850000035,934765.0716666676,1993
15,Rhode Island,RI,416871.73333333444,74529.22499999998,1993
57,South Carolina,SC,1515963.8299999991,63996.215833333335,1993
45,South Dakota,SD,282577.4499999999,22359.759166666674,1993
62,Tennessee,TN,2081641.8308333366,229647.02916666653,1993
74,Texas,TX,7543231.660000035,562036.6000000007,1993
87,Utah,UT,778897.9650000009,76569.70416666669,1993
13,Vermont,VT,253375.98583333354,25074.840000000004,1993
54,Virginia,VA,2880645.609999994,249035.31749999986,1993
91,Washington,WA,2135307.425000002,508234.9408333336,1993
55,West Virginia,WV,644337.7383333341,112894.38583333326,1993
35,Wisconsin,WI,2288687.3608333343,442512.25249999977,1993
83,Wyoming,WY,192946.82333333354,20833.95833333333,1993
63,Alabama,AL,1698590.975591667,236115.75911666648,1994
94,Alaska,AK,243750.6976916668,47100.224174999996,1994
86,Arizona,AZ,1600942.2709416712,126685.02909166667,1994
71,Arkansas,AR,972374.6576916681,77066.62717499999,1994
93,California,CA,12181387.570441637,2185123.814283335,1994
84,Colorado,CO,1645858.503666663,179145.1481250001,1994
16,Connecticut,CT,1450838.6297250001,290141.01086666685,1994
51,Delaware,DE,332038.19248333364,44210.183733333324,1994
53,District of Columbia,DC,261592.87855833376,39908.70080833331,1994
59,Florida,FL,5516362.689883307,452019.93974166637,1994
58,Georgia,GA,3069678.7101999926,244125.1025166667,1994
95,Hawaii,HI,482194.9680666665,135156.01012500015,1994
82,Idaho,ID,455225.42612500046,38673.218625,1994
33,Illinois,IL,5069588.908591646,1006594.8612749996,1994
32,Indiana,IN,2560707.9936083355,494306.8922833336,1994
42,Iowa,IA,1215299.397258335,161022.0306166666,1994
47,Kansas,KS,1063794.0994583329,106436.8063916667,1994
61,Kentucky,KY,1491340.6355583346,171346.3833999999,1994
72,Louisiana,LA,1583172.5145750009,121391.636075,1994
11,Maine,ME,460235.3604833323,71580.05187499996,1994
52,Maryland,MD,2324445.4015833363,371743.05333333364,1994
14,Massachusetts,MA,2638616.7125750002,419401.38300833374,1994
34,Michigan,MI,4034428.9769249894,960609.3662500005,1994
41,Minnesota,MN,2101475.013366665,413456.5770499994,1994
64,Mississippi,MS,1038298.6584916655,66502.84086666668,1994
43,Missouri,MO,2218924.9514666637,329078.32918333326,1994
81,Montana,MT,321901.8478249996,60439.069433333316,1994
46,Nebraska,NE,722155.6759750007,77513.73109166665,1994
88,Nevada,NV,658505.721416667,120856.67655833332,1994
12,New Hampshire,NH,514835.20125000004,55145.04611666663,1994
22,New Jersey,NJ,3371698.2150833183,779539.1081999994,1994
85,New Mexico,NM,602563.9238,56235.16267499996,1994
21,New York,NY,7103049.6529250415,2049991.2455916686,1994
56,North Carolina,NC,3065991.9093500096,158590.92816666662,1994
44,North Dakota,ND,258671.02230000013,24324.18382500002,1994
31,Ohio,OH,4703602.538541653,896609.8254583323,1994
73,Oklahoma,OK,1255207.8688749974,110722.72624166665,1994
92,Oregon,OR,1282320.3469833338,275283.5511499999,1994
23,Pennsylvania,PA,4899355.899716655,962305.0130583334,1994
15,Rhode Island,RI,410139.3393333328,66709.45489166665,1994
57,South Carolina,SC,1541530.3080333336,59322.38200833334,1994
45,South Dakota,SD,283600.48797499994,23426.55109166669,1994
62,Tennessee,TN,2226871.172450004,265293.47893333336,1994
74,Texas,TX,7713943.309224997,543041.5578000005,1994
87,Utah,UT,820497.3657833298,79768.24202500006,1994
13,Vermont,VT,242803.6683749999,22738.743483333325,1994
54,Virginia,VA,2876853.6447333256,210701.04380833326,1994
91,Washington,WA,2213145.503341668,486915.365075,1994
55,West Virginia,WV,642212.587425001,113116.20511666671,1994
35,Wisconsin,WI,2351224.337541668,430590.41050833324,1994
83,Wyoming,WY,193910.45214166676,22227.318391666686,1994
63,Alabama,AL,1726345.3996583344,235503.20937500006,1995
94,Alaska,AK,234083.41815000025,54112.354450000064,1995
86,Arizona,AZ,1809625.0366333288,145471.6411083333,1995
71,Arkansas,AR,1012868.892625001,79434.84203333333,1995
93,California,CA,12319838.67298328,2176363.8307916676,1995
84,Colorado,CO,1725298.6861249988,170000.0040083333,1995
16,Connecticut,CT,1427404.2625583329,287948.10892499995,1995
51,Delaware,DE,330839.7075166662,42905.41390000001,1995
53,District of Columbia,DC,245929.53182500036,37169.53588333332,1995
59,Florida,FL,5641410.413483341,412344.6984666665,1995
58,Georgia,GA,3119931.0980666606,211228.29160833338,1995
95,Hawaii,HI,475276.14457500045,117130.4545249999,1995
82,Idaho,ID,463927.7210749989,37719.29849166666,1995
33,Illinois,IL,5167419.028474997,1041681.6976416663,1995
32,Indiana,IN,2689770.1196916657,443087.3854,1995
42,Iowa,IA,1259520.2764083322,152094.49185000008,1995
47,Kansas,KS,1087895.234483333,110579.12435833339,1995
61,Kentucky,KY,1553666.5485166654,195271.76657500007,1995
72,Louisiana,LA,1628283.4773583312,114350.23748333332,1995
11,Maine,ME,501792.5286583337,78137.8629416667,1995
52,Maryland,MD,2353398.954691665,350692.80229166674,1995
14,Massachusetts,MA,2649377.743274989,427940.9969583339,1995
34,Michigan,MI,4000808.260841671,947190.2009083314,1995
41,Minnesota,MN,2121945.467416666,430634.2219333334,1995
64,Mississippi,MS,1075618.074708332,56357.02257499998,1995
43,Missouri,MO,2340673.717258327,342196.56507500017,1995
81,Montana,MT,322363.71003333316,50830.155833333316,1995
46,Nebraska,NE,715380.5654083338,65419.1888583333,1995
88,Nevada,NV,679503.3230500013,137043.4998833334,1995
12,New Hampshire,NH,527863.29035833315,66641.14119166668,1995
22,New Jersey,NJ,3368030.0658416636,739259.3029416673,1995
85,New Mexico,NM,615951.3517083321,57698.27770000001,1995
21,New York,NY,7128812.0307667,1975463.3011833294,1995
56,North Carolina,NC,3114233.09098334,132155.5899000001,1995
44,North Dakota,ND,256731.0430833339,25731.595025000002,1995
31,Ohio,OH,4774434.804358349,885249.7207999985,1995
73,Oklahoma,OK,1257876.29485,116869.3925666667,1995
92,Oregon,OR,1329443.8435249997,266784.58529166674,1995
23,Pennsylvania,PA,4925019.325191661,929460.8365333324,1995
15,Rhode Island,RI,403172.60484166717,78133.80635000001,1995
57,South Carolina,SC,1584973.3871416643,51841.798299999995,1995
45,South Dakota,SD,290546.9296083332,22333.15095833332,1995
62,Tennessee,TN,2303793.6315000043,219284.3035499998,1995
74,Texas,TX,7874417.782700009,511910.66624166665,1995
87,Utah,UT,806396.4199249995,72673.69351666664,1995
13,Vermont,VT,255323.75192499976,23860.53088333334,1995
54,Virginia,VA,3000812.3602000014,200524.92600833336,1995
91,Washington,WA,2271331.562716664,477135.9593250001,1995
55,West Virginia,WV,641085.8416583319,104495.45359166664,1995
35,Wisconsin,WI,2428569.6115749967,428993.63571666676,1995
83,Wyoming,WY,199108.59840000016,22248.70954166665,1995
63,Alabama,AL,1761624.1336500014,200696.39010833306,1996
94,Alaska,AK,243452.59187499995,54729.84724999996,1996
86,Arizona,AZ,1821132.855266664,106753.56859166673,1996
71,Arkansas,AR,1055267.3791833338,74415.15570000002,1996
93,California,CA,12461033.528741684,2060566.2635083336,1996
84,Colorado,CO,1721660.2724,167112.58854166666,1996
16,Connecticut,CT,1453989.9563999998,239484.67770833336,1996
51,Delaware,DE,323473.73585000064,39961.42051666669,1996
53,District of Columbia,DC,229859.78961666732,39452.45399999999,1996
59,Florida,FL,5762732.597941677,429759.49394166644,1996
58,Georgia,GA,3149923.3471583324,242060.80168333327,1996
95,Hawaii,HI,482857.5556500007,111936.84250833331,1996
82,Idaho,ID,489010.4769333324,42510.35296666663,1996
33,Illinois,IL,5223960.950825018,1043077.5116750011,1996
32,Indiana,IN,2652425.853541666,395214.86028333334,1996
42,Iowa,IA,1293479.9620666653,168689.02785833355,1996
47,Kansas,KS,1097537.812791668,105798.61354166667,1996
61,Kentucky,KY,1562292.6968000033,198842.14694999994,1996
72,Louisiana,LA,1653420.2686083354,133439.26711666663,1996
11,Maine,ME,534605.6920333336,77406.72728333331,1996
52,Maryland,MD,2391857.583233328,353543.13269166666,1996
14,Massachusetts,MA,2702823.2279166686,414961.68190000026,1996
34,Michigan,MI,4105602.681500012,983294.573158331,1996
41,Minnesota,MN,2159739.089016662,437404.4777916669,1996
64,Mississippi,MS,1064027.2766750026,62033.96660833333,1996
43,Missouri,MO,2440372.5708500007,375243.5498166665,1996
81,Montana,MT,334670.3577416679,52045.761200000015,1996
46,Nebraska,NE,731805.9962083339,62933.036791666644,1996
88,Nevada,NV,722834.2478000014,147299.26293333326,1996
12,New Hampshire,NH,514393.49382499943,57360.811049999975,1996
22,New Jersey,NJ,3517085.3375583445,768043.6929833333,1996
85,New Mexico,NM,623868.9548916676,52609.20774166666,1996
21,New York,NY,7239497.862049964,1941972.6772500009,1996
56,North Carolina,NC,3239149.7664333284,134014.57834166664,1996
44,North Dakota,ND,267132.31959999976,24389.620166666675,1996
31,Ohio,OH,4797903.237566663,933234.4798916685,1996
73,Oklahoma,OK,1303143.5392416667,135526.62459166677,1996
92,Oregon,OR,1367914.0896666648,246177.70251666682,1996
23,Pennsylvania,PA,5016784.754241671,885814.5524249994,1996
15,Rhode Island,RI,424097.17375833285,81035.0077583333,1996
57,South Carolina,SC,1563735.2293166704,58209.75105833335,1996
45,South Dakota,SD,311865.4813000001,23016.03011666667,1996
62,Tennessee,TN,2291008.539708332,219181.9473999998,1996
74,Texas,TX,8049178.284241652,527663.4001416668,1996
87,Utah,UT,847563.0972333332,71085.15685833333,1996
13,Vermont,VT,257414.3291083329,24920.673233333324,1996
54,Virginia,VA,2963598.266741664,200794.3378083333,1996
91,Washington,WA,2342082.274499997,464200.52092500014,1996
55,West Virginia,WV,697176.0346333352,109691.17045000015,1996
35,Wisconsin,WI,2491729.327575,469651.9361083336,1996
83,Wyoming,WY,206457.59634166647,20098.307741666657,1996
63,Alabama,AL,1812437.3957666694,184498.56920833336,1997
94,Alaska,AK,250425.39753333334,50093.461433333294,1997
86,Arizona,AZ,1887531.2547833328,131721.98600833336,1997
71,Arkansas,AR,1004001.6411083341,59405.424191666665,1997
93,California,CA,12878006.557074977,2066661.6888833314,1997
84,Colorado,CO,1813666.2745416681,174165.5572833333,1997
16,Connecticut,CT,1469002.523725,247807.61419166662,1997
51,Delaware,DE,335514.6124000004,39185.03685,1997
53,District of Columbia,DC,221587.554041667,30143.05170000001,1997
59,Florida,FL,5909967.087441645,402985.9995083335,1997
58,Georgia,GA,3348803.6118333274,238141.43542499997,1997
95,Hawaii,HI,481296.7829333333,126740.89467499999,1997
82,Idaho,ID,513621.0157499996,43416.13360000002,1997
33,Illinois,IL,5233736.005766678,970777.7800083329,1997
32,Indiana,IN,2732717.8276666715,398569.2213249999,1997
42,Iowa,IA,1303568.2669166692,172380.88996666667,1997
47,Kansas,KS,1112445.640383335,86915.465225,1997
61,Kentucky,KY,1582423.976108334,193101.79584166675,1997
72,Louisiana,LA,1687157.944150004,118650.43213333332,1997
11,Maine,ME,531677.8365000003,71997.14764166666,1997
52,Maryland,MD,2335767.493425,348667.8720499998,1997
14,Massachusetts,MA,2793680.6593166697,423063.6638500006,1997
34,Michigan,MI,4190257.0669333213,969024.4687333325,1997
41,Minnesota,MN,2195915.6459000055,436089.62277500005,1997
64,Mississippi,MS,1071771.1076666657,57517.682408333356,1997
43,Missouri,MO,2464048.5158416666,359342.136825,1997
81,Montana,MT,342524.32068333327,47323.49559166665,1997
46,Nebraska,NE,740738.765824999,68808.45670833332,1997
88,Nevada,NV,770484.2746583327,147114.52454999994,1997
12,New Hampshire,NH,543773.4361416667,55630.77198333336,1997
22,New Jersey,NJ,3651603.3119500102,802066.3014166666,1997
85,New Mexico,NM,663630.2791166672,55574.40765833336,1997
21,New York,NY,7405838.502491718,1949380.482816669,1997
56,North Carolina,NC,3336994.373925007,126219.70420000002,1997
44,North Dakota,ND,277386.6250250005,23913.404725000008,1997
31,Ohio,OH,4940386.43230833,931292.4707166668,1997
73,Oklahoma,OK,1305007.910808336,109511.98855000002,1997
92,Oregon,OR,1373984.184866671,242241.94507500003,1997
23,Pennsylvania,PA,5063761.279216679,865988.5534916662,1997
15,Rhode Island,RI,433769.7701416666,80948.20790833334,1997
57,South Carolina,SC,1659332.0430416642,61257.23536666666,1997
45,South Dakota,SD,306136.2813000002,21044.80980833334,1997
62,Tennessee,TN,2234036.6563250027,192908.98849999995,1997
74,Texas,TX,8355912.4222667,538624.7513916664,1997
87,Utah,UT,890902.0606833342,74010.66994166664,1997
13,Vermont,VT,258092.09734999988,21839.9806,1997
54,Virginia,VA,2962361.1230833298,192649.8272833333,1997
91,Washington,WA,2482525.1616500006,508199.8889666668,1997
55,West Virginia,WV,678279.7798750007,105640.51799166661,1997
35,Wisconsin,WI,2492850.9127916708,467999.3202249994,1997
83,Wyoming,WY,201706.5826666668,18667.40634166666,1997
63,Alabama,AL,1854407.5713416664,180204.4140583334,1998
94,Alaska,AK,252921.96922500033,51483.176733333334,1998
86,Arizona,AZ,1897618.1164000018,123238.49925833334,1998
71,Arkansas,AR,992676.186250002,61123.44717499999,1998
93,California,CA,13337857.736224994,2154036.883583328,1998
84,Colorado,CO,1886728.434991664,171445.905125,1998
16,Connecticut,CT,1501389.612183335,262638.40613333334,1998
51,Delaware,DE,340336.59175833385,46307.80301666665,1998
53,District of Columbia,DC,222969.43370000002,30138.477850000003,1998
59,Florida,FL,6074021.476716635,407810.16223333357,1998
58,Georgia,GA,3453272.150924999,256810.14434999993,1998
95,Hawaii,HI,491842.3360750002,130173.61045833334,1998
82,Idaho,ID,537393.4794666658,42118.0602,1998
33,Illinois,IL,5328144.021049977,1004365.644658335,1998
32,Indiana,IN,2657565.5907916683,431297.86972499965,1998
42,Iowa,IA,1333263.3889666665,166407.04085000008,1998
47,Kansas,KS,1178428.4456083332,92699.12589166668,1998
61,Kentucky,KY,1674675.5017000001,218898.3772250001,1998
72,Louisiana,LA,1721550.536125001,134495.5192250001,1998
11,Maine,ME,525757.6246916662,66129.41785833337,1998
52,Maryland,MD,2349677.567174996,331255.62176666653,1998
14,Massachusetts,MA,2844091.594199996,453090.95711666683,1998
34,Michigan,MI,4409383.813450004,953789.8838749989,1998
41,Minnesota,MN,2242168.740708335,421627.04404166655,1998
64,Mississippi,MS,1084540.2316666653,61233.87095833334,1998
43,Missouri,MO,2448884.1008666707,335978.9735916667,1998
81,Montana,MT,350489.7383416662,48753.585750000006,1998
46,Nebraska,NE,750709.012808332,77247.8026916667,1998
88,Nevada,NV,788418.396358332,133793.03120833336,1998
12,New Hampshire,NH,558952.1898999994,61676.07059999999,1998
22,New Jersey,NJ,3597134.42092502,792879.3065083335,1998
85,New Mexico,NM,673600.8392416666,63215.65334999998,1998
21,New York,NY,7482151.19955828,1899836.2772916656,1998
56,North Carolina,NC,3326110.782541666,139838.24959166662,1998
44,North Dakota,ND,281117.7881416673,25468.65785833334,1998
31,Ohio,OH,4902473.779441649,931996.4301416677,1998
73,Oklahoma,OK,1353729.8286916697,116581.79773333337,1998
92,Oregon,OR,1435990.8099500025,231872.24238333336,1998
23,Pennsylvania,PA,5060371.030833337,827294.711149999,1998
15,Rhode Island,RI,426824.95799166657,81144.35256666668,1998
57,South Carolina,SC,1716873.2908416723,78092.18636666665,1998
45,South Dakota,SD,324188.67791666626,20779.66654166667,1998
62,Tennessee,TN,2325319.2329333373,183259.13470000002,1998
74,Texas,TX,8580706.183074974,503136.63201666635,1998
87,Utah,UT,912203.7115916654,61575.76795833333,1998
13,Vermont,VT,267911.21110833366,25266.146233333337,1998
54,Virginia,VA,3055235.721941662,208715.54795000004,1998
91,Washington,WA,2537026.828949999,537262.7044916664,1998
55,West Virginia,WV,663238.0787416669,83277.01113333333,1998
35,Wisconsin,WI,2513021.294199994,469952.62283333327,1998
83,Wyoming,WY,204547.26524166646,19697.640941666665,1998
63,Alabama,AL,1832762.582799999,201017.35588333334,1999
94,Alaska,AK,250540.3299000001,51025.22170833334,1999
86,Arizona,AZ,2047171.500716662,137320.73607500005,1999
71,Arkansas,AR,1058119.7413083343,78847.25902499999,1999
93,California,CA,13811450.357483406,2286036.793183339,1999
84,Colorado,CO,1927009.9003083317,180610.35519166663,1999
16,Connecticut,CT,1454635.7263083356,264376.97262500017,1999
51,Delaware,DE,338674.96682499984,46804.80941666666,1999
53,District of Columbia,DC,244888.1362416664,32121.538758333325,1999
59,Florida,FL,6262809.130349998,409806.9145083332,1999
58,Georgia,GA,3483475.014783334,252591.27712499994,1999
95,Hawaii,HI,494360.65918333345,114482.08447499992,1999
82,Idaho,ID,527065.920800001,48388.59211666664,1999
33,Illinois,IL,5513502.842524996,993278.6719000008,1999
32,Indiana,IN,2704404.317741662,424068.05659166694,1999
42,Iowa,IA,1334412.895033335,184419.13725,1999
47,Kansas,KS,1224446.9510999972,119175.43093333334,1999
61,Kentucky,KY,1655904.0162083355,192074.38515000007,1999
72,Louisiana,LA,1794899.5866749994,144945.51196666667,1999
11,Maine,ME,544115.0292833337,83960.67599166672,1999
52,Maryland,MD,2444146.7895666733,366583.82964999985,1999
14,Massachusetts,MA,2875054.4306416702,465081.7516583339,1999
34,Michigan,MI,4490035.1636750065,963237.8303166664,1999
41,Minnesota,MN,2301752.2928583324,443898.64984166657,1999
64,Mississippi,MS,1085999.0040166648,67188.22638333333,1999
43,Missouri,MO,2458161.783666666,353228.6341833333,1999
81,Montana,MT,362101.55091666646,55436.39144166674,1999
46,Nebraska,NE,748137.6785333331,65568.33765833334,1999
88,Nevada,NV,823272.3453750022,160838.2941083334,1999
12,New Hampshire,NH,565329.8892750014,60019.35509999999,1999
22,New Jersey,NJ,3608785.7856749957,740616.6176166672,1999
85,New Mexico,NM,659968.1818833346,65293.239091666626,1999
21,New York,NY,7490444.80299164,1896907.4528583325,1999
56,North Carolina,NC,3359145.7508666655,108864.27428333332,1999
44,North Dakota,ND,267651.8198916663,24791.71593333334,1999
31,Ohio,OH,5008050.383549996,896219.659533333,1999
73,Oklahoma,OK,1403406.790599999,123565.48455000002,1999
92,Oregon,OR,1419511.8628583334,216407.4117083334,1999
23,Pennsylvania,PA,5152359.558658303,895860.5692833342,1999
15,Rhode Island,RI,433328.309841667,76809.76473333336,1999
57,South Carolina,SC,1716173.5044500001,60862.14564999999,1999
45,South Dakota,SD,331593.8077000003,19899.10323333334,1999
62,Tennessee,TN,2411316.6421083324,181172.8112083333,1999
74,Texas,TX,8725002.352966677,519837.5261833333,1999
87,Utah,UT,935394.5901750016,60068.567841666656,1999
13,Vermont,VT,272538.7508750002,26363.57453333335,1999
54,Virginia,VA,3106759.1992499987,203712.94529166675,1999
91,Washington,WA,2584663.644533338,534810.7299749998,1999
55,West Virginia,WV,702105.7542583351,106534.57212499992,1999
35,Wisconsin,WI,2504665.7011333313,452448.7142833333,1999
83,Wyoming,WY,211987.56429999953,19213.002833333336,1999
63,Alabama,AL,1877929.3827083327,180838.3304083334,2000
94,Alaska,AK,259398.45059166654,56847.63945000009,2000
86,Arizona,AZ,2014558.367083333,129666.96966666661,2000
71,Arkansas,AR,1052109.7967333326,61475.17161666667,2000
93,California,CA,14358632.004074967,2295130.15798333,2000
84,Colorado,CO,1923096.1179916635,173176.67409999992,2000
16,Connecticut,CT,1508254.8534083355,245797.04847500013,2000
51,Delaware,DE,353486.1771666675,46926.10711666669,2000
53,District of Columbia,DC,243719.65033333338,35871.49725,2000
59,Florida,FL,6398737.952841659,433617.2483999997,2000
58,Georgia,GA,3632438.5241250014,228134.00819166677,2000
95,Hawaii,HI,497092.8519083334,123518.84060833334,2000
82,Idaho,ID,533239.8782666667,40662.39835000004,2000
33,Illinois,IL,5639282.196674975,1046344.9904416668,2000
32,Indiana,IN,2687300.450900001,418355.68835000007,2000
42,Iowa,IA,1333200.061100001,181794.87579166656,2000
47,Kansas,KS,1200392.0998416645,108543.31305833331,2000
61,Kentucky,KY,1729015.0942916689,208021.80814166667,2000
72,Louisiana,LA,1710555.4212916682,121926.69124166663,2000
11,Maine,ME,556153.904333334,78078.8583166667,2000
52,Maryland,MD,2423336.412333331,353326.0195166666,2000
14,Massachusetts,MA,2841364.096499997,406280.9620916669,2000
34,Michigan,MI,4513104.33380832,938288.9556416651,2000
41,Minnesota,MN,2306651.116566663,419010.37202500005,2000
64,Mississippi,MS,1120102.0216083343,67712.93666666666,2000
43,Missouri,MO,2567182.1317749997,337932.1753666668,2000
81,Montana,MT,368532.99599166686,51220.750633333315,2000
46,Nebraska,NE,774773.4187500005,64910.311250000006,2000
88,Nevada,NV,880757.3696666665,150926.41062499993,2000
12,New Hampshire,NH,575621.152933334,59840.369691666645,2000
22,New Jersey,NJ,3667557.215525003,762048.2168000014,2000
85,New Mexico,NM,692452.3452583342,56172.66688333332,2000
21,New York,NY,7683025.355716657,1958037.9809583311,2000
56,North Carolina,NC,3403801.8375166724,124064.01986666665,2000
44,North Dakota,ND,272399.02376666636,17614.768266666666,2000
31,Ohio,OH,5071335.726133333,879043.5487166657,2000
73,Oklahoma,OK,1384329.0194833295,93813.5229,2000
92,Oregon,OR,1456535.897941666,234378.72674166656,2000
23,Pennsylvania,PA,5149168.644741689,869627.191108333,2000
15,Rhode Island,RI,438010.42623333354,79631.36890833334,2000
57,South Carolina,SC,1739559.133750001,70348.82095833332,2000
45,South Dakota,SD,328950.8927166674,18211.464041666663,2000
62,Tennessee,TN,2386576.645316665,211511.90321666663,2000
74,Texas,TX,8754802.219708318,505354.7710833333,2000
87,Utah,UT,944811.8179250001,69281.39535000004,2000
13,Vermont,VT,273571.4722916666,28214.949999999997,2000
54,Virginia,VA,3199295.239741669,179077.44484999994,2000
91,Washington,WA,2592786.3422249965,470847.69767500006,2000
55,West Virginia,WV,717772.0733833323,102857.42248333334,2000
35,Wisconsin,WI,2532977.7540499973,445978.96752499946,2000
83,Wyoming,WY,215887.94163333302,17878.460116666673,2000
63,Alabama,AL,1827195.9122500008,180737.24343333312,2001
94,Alaska,AK,269007.23062499997,59095.12657499997,2001
86,Arizona,AZ,2059478.8686833305,121771.85343333338,2001
71,Arkansas,AR,1025447.9815500011,64327.68184166662,2001
93,California,CA,14551408.316166632,2391683.191375,2001
84,Colorado,CO,1935128.7095250017,177549.10767499998,2001
16,Connecticut,CT,1485748.0118166679,223930.84325833354,2001
51,Delaware,DE,371355.6069583329,45896.490458333355,2001
53,District of Columbia,DC,242386.16814166642,40543.369275000034,2001
59,Florida,FL,6476406.141566694,426588.8097500002,2001
58,Georgia,GA,3615099.505624998,261255.21879166662,2001
95,Hawaii,HI,508732.4362500006,118925.4272333332,2001
82,Idaho,ID,555233.1008916668,41899.02574166665,2001
33,Illinois,IL,5467006.569841683,999095.5977083333,2001
32,Indiana,IN,2679567.8301000036,388859.02235833317,2001
42,Iowa,IA,1347569.9068333346,179492.44141666667,2001
47,Kansas,KS,1168181.1019666656,108620.01507499997,2001
61,Kentucky,KY,1686509.2929166653,191575.57709166667,2001
72,Louisiana,LA,1751769.334408336,137116.69693333333,2001
11,Maine,ME,564466.8601833327,72366.38947499997,2001
52,Maryland,MD,2439813.4201250006,334644.3980750001,2001
14,Massachusetts,MA,2838618.1642750003,421008.09352499957,2001
34,Michigan,MI,4454835.313291667,972674.6321333334,2001
41,Minnesota,MN,2342744.197950007,416801.09532499965,2001
64,Mississippi,MS,1105322.0902750022,60315.70535833333,2001
43,Missouri,MO,2565816.153008329,345806.1515666668,2001
81,Montana,MT,365176.08284166636,48069.450425,2001
46,Nebraska,NE,755180.8124166663,60089.523024999966,2001
88,Nevada,NV,872323.2133583352,145964.62923333322,2001
12,New Hampshire,NH,595378.0581416663,56943.77075833329,2001
22,New Jersey,NJ,3637971.390433307,709548.8486249998,2001
85,New Mexico,NM,702812.8847000018,55957.254433333335,2001
21,New York,NY,7583877.286908319,2024877.7780333308,2001
56,North Carolina,NC,3388610.6057249852,124308.28088333334,2001
44,North Dakota,ND,285112.150033333,20494.120875000015,2001
31,Ohio,OH,5076343.166774981,899131.1541083314,2001
73,Oklahoma,OK,1377766.6070500002,115932.90951666667,2001
92,Oregon,OR,1443696.9517250028,223208.56893333344,2001
23,Pennsylvania,PA,5226656.101508321,892698.413491665,2001
15,Rhode Island,RI,436529.58311666624,73547.11082500001,2001
57,South Carolina,SC,1631716.5872166653,79611.6756083333,2001
45,South Dakota,SD,331175.65216666687,19347.810591666675,2001
62,Tennessee,TN,2376800.981991667,185056.6428083333,2001
74,Texas,TX,8854561.650441654,501982.05550833314,2001
87,Utah,UT,941641.3243416676,64992.74764166669,2001
13,Vermont,VT,276504.106758333,29680.680741666692,2001
54,Virginia,VA,3249403.1129583335,172079.34281666667,2001
91,Washington,WA,2478012.216400001,460315.566475,2001
55,West Virginia,WV,728041.6910666676,106339.94341666666,2001
35,Wisconsin,WI,2539262.2196333334,416358.77419166657,2001
83,Wyoming,WY,218220.57009166657,19655.160683333346,2001
63,Alabama,AL,1795592.1367749989,161352.2516,2002
94,Alaska,AK,260246.44874166686,63584.35529166669,2002
86,Arizona,AZ,2068177.0809083339,115457.04102499998,2002
71,Arkansas,AR,1061350.3473583343,63281.586958333326,2002
93,California,CA,14452270.336641623,2578731.4136083247,2002
84,Colorado,CO,1939973.0315666648,151563.94650833326,2002
16,Connecticut,CT,1465793.4373416652,247856.53143333344,2002
51,Delaware,DE,364850.80040833284,40938.30704166669,2002
