year,month,day,politician,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo
2023,7,26,Joe Biden,40.67767741747309,45.53867827743472,35.816676557511464,53.07949165754792,57.879770949641625,48.279212365454214
2023,7,25,Joe Biden,40.65101814553695,45.50052731402199,35.80150897705192,53.228285853772896,58.00819579877135,48.448375908774445
2023,7,24,Joe Biden,40.51519947529808,45.37000004995965,35.6603989006365,53.348545648671006,58.13832408743055,48.558767209911466
2023,7,23,Joe Biden,40.65967361898268,45.512495630515126,35.806851607450234,53.33914312269512,58.139442922877635,48.538843322512605
2023,7,22,Joe Biden,40.65968722984104,45.51279381844394,35.80658064123814,53.33933737130094,58.13844183154241,48.54023291105947
2023,7,21,Joe Biden,40.660035770840786,45.514207152878846,35.805864388802725,53.33893522623541,58.13947147936427,48.538398973106545
2023,7,20,Joe Biden,40.66076654304368,45.517081137857616,35.80445194822974,53.34007229310431,58.13591190422743,48.5442326819812
2023,7,19,Joe Biden,40.77637628626661,45.63694663759503,35.91580593493819,53.12827240742996,57.92620275856995,48.33034205628997
2023,7,18,Joe Biden,40.48057972967119,45.337183148020486,35.6239763113219,53.28617212600723,58.07811265119761,48.49423160081685
2023,7,17,Joe Biden,40.645697622231566,45.50075778087193,35.7906374635912,53.26787164478081,58.06463638264912,48.4711069069125
2023,7,16,Joe Biden,39.784760576350834,44.63612873765557,34.9333924150461,53.59414841919765,58.39041942482543,48.79787741356987
2023,7,15,Joe Biden,39.62671560653379,44.47532945896638,34.77810175410121,53.485076389176776,58.28720699591083,48.68294578244272
2023,7,14,Joe Biden,39.628124333998656,44.47767277772845,34.77857589026886,53.48953407893532,58.287955029704584,48.69111312816606
2023,7,13,Joe Biden,39.9427274569759,44.7914199540213,35.094034959930504,53.32927838172534,58.132457243492006,48.52609951995867
2023,7,12,Joe Biden,39.93021320307462,44.783819408342886,35.07660699780636,53.3247540265908,58.11601486886586,48.53349318431573
2023,7,11,Joe Biden,39.62716307653924,44.47022907077984,34.78409708229864,53.50058795818715,58.29290462848692,48.70827128788737
2023,7,10,Joe Biden,39.756161209062576,44.60408114949486,34.90824126863029,53.467952134256606,58.269572883160095,48.66633138535312
2023,7,9,Joe Biden,39.98515938992485,44.83021478069645,35.14010399915326,53.33101581314696,58.1304963258176,48.53153530047633
2023,7,8,Joe Biden,40.00631676654155,44.85362358436656,35.159009948716545,53.28221425046506,58.076955380627915,48.487473120302205
2023,7,7,Joe Biden,40.00484771516295,44.85679611824529,35.15289931208061,53.28325186994629,58.077706938650344,48.48879680124222
2023,7,6,Joe Biden,40.22442580155244,45.073000425429065,35.37585117767582,53.07754267417701,57.87689847616269,48.278186872191334
